IRIS_ID	SUBPOPULATION
IRIS_313-11128	indx
IRIS_313-11129	indx
IRIS_313-11130	indx
IRIS_313-11131	indx
IRIS_313-11132	indx
IRIS_313-11133	ind3
IRIS_313-11134	indx
IRIS_313-11135	ind3
IRIS_313-11136	admix
IRIS_313-11137	indx
IRIS_313-11138	ind3
IRIS_313-11139	indx
IRIS_313-11140	ind3
IRIS_313-11141	indx
IRIS_313-11142	ind3
IRIS_313-11143	indx
IRIS_313-11144	indx
IRIS_313-11145	ind3
IRIS_313-11146	indx
IRIS_313-11147	indx
IRIS_313-11148	ind3
IRIS_313-11149	ind3
IRIS_313-11150	ind3
IRIS_313-11151	ind3
IRIS_313-11152	ind1A
IRIS_313-11153	temp
IRIS_313-11154	aus
IRIS_313-11155	temp
IRIS_313-11156	japx
IRIS_313-11157	ind1A
IRIS_313-11158	ind1A
IRIS_313-11159	trop
IRIS_313-11160	ind3
IRIS_313-11161	trop
IRIS_313-11162	ind1B
IRIS_313-11163	aus
IRIS_313-11164	aus
IRIS_313-11165	aus
IRIS_313-11166	aus
IRIS_313-11167	ind2
IRIS_313-11168	aus
IRIS_313-11169	aus
IRIS_313-11170	aus
IRIS_313-11171	aus
IRIS_313-11172	aus
IRIS_313-11173	aus
IRIS_313-11174	aus
IRIS_313-11175	aus
IRIS_313-11176	indx
IRIS_313-11177	indx
IRIS_313-11178	ind3
IRIS_313-11179	ind3
IRIS_313-11180	ind3
IRIS_313-11181	ind3
IRIS_313-11182	ind3
IRIS_313-11183	trop
IRIS_313-11189	admix
IRIS_313-11191	aus
IRIS_313-11192	ind3
IRIS_313-11193	ind3
IRIS_313-11194	ind3
IRIS_313-11195	subtrop
IRIS_313-11196	ind3
IRIS_313-11197	indx
IRIS_313-11198	temp
IRIS_313-11199	indx
IRIS_313-11200	ind1B
IRIS_313-11201	temp
IRIS_313-11202	temp
IRIS_313-11203	ind2
IRIS_313-11204	indx
IRIS_313-11205	ind2
IRIS_313-11206	indx
IRIS_313-11207	ind2
IRIS_313-11208	indx
IRIS_313-11209	ind2
IRIS_313-11210	aus
IRIS_313-11211	ind2
IRIS_313-11212	ind2
IRIS_313-11213	aus
IRIS_313-11214	aus
IRIS_313-11216	aus
IRIS_313-11217	aro
IRIS_313-11218	aro
IRIS_313-11219	ind2
IRIS_313-11220	ind2
IRIS_313-11221	ind2
IRIS_313-11222	ind2
IRIS_313-11223	aro
IRIS_313-11224	ind2
IRIS_313-11225	indx
IRIS_313-11226	ind2
IRIS_313-11227	ind2
IRIS_313-11228	ind2
IRIS_313-11229	ind2
IRIS_313-11230	ind2
IRIS_313-11231	ind2
IRIS_313-11232	aus
IRIS_313-11233	ind1B
IRIS_313-11234	indx
IRIS_313-11235	indx
IRIS_313-11236	ind3
IRIS_313-11237	ind1B
IRIS_313-11238	trop
IRIS_313-11239	indx
IRIS_313-11240	indx
IRIS_313-11241	ind2
IRIS_313-11242	ind2
IRIS_313-11243	admix
IRIS_313-11244	indx
IRIS_313-11245	indx
IRIS_313-11246	temp
IRIS_313-11247	indx
IRIS_313-11248	trop
IRIS_313-11249	indx
IRIS_313-11250	ind1B
IRIS_313-11251	ind1B
IRIS_313-11252	indx
IRIS_313-11253	indx
IRIS_313-11254	ind3
IRIS_313-11255	indx
IRIS_313-11256	indx
IRIS_313-11257	indx
IRIS_313-11258	aro
IRIS_313-11259	aro
IRIS_313-11260	indx
IRIS_313-11261	indx
IRIS_313-11262	indx
IRIS_313-11263	indx
IRIS_313-11264	indx
IRIS_313-11265	aus
IRIS_313-11266	indx
IRIS_313-11267	ind2
IRIS_313-11268	aro
IRIS_313-11269	indx
IRIS_313-11270	aro
IRIS_313-11271	ind2
IRIS_313-11272	aus
IRIS_313-11273	indx
IRIS_313-11274	aus
IRIS_313-11275	indx
IRIS_313-11276	indx
IRIS_313-11277	aus
IRIS_313-11278	indx
IRIS_313-11279	indx
IRIS_313-11280	indx
IRIS_313-11281	ind1A
IRIS_313-11282	ind2
IRIS_313-11283	indx
IRIS_313-11284	indx
IRIS_313-11285	ind2
IRIS_313-11286	indx
IRIS_313-11287	indx
IRIS_313-11288	indx
IRIS_313-11289	aro
IRIS_313-11290	admix
IRIS_313-11291	aus
IRIS_313-11292	indx
IRIS_313-11293	aro
IRIS_313-11294	ind2
IRIS_313-11295	admix
IRIS_313-11296	indx
IRIS_313-11297	admix
IRIS_313-11298	aus
IRIS_313-11299	indx
IRIS_313-11300	ind2
IRIS_313-11301	ind2
IRIS_313-11302	indx
IRIS_313-11303	indx
IRIS_313-11304	indx
IRIS_313-11305	indx
IRIS_313-11306	indx
IRIS_313-11307	indx
IRIS_313-11308	ind2
IRIS_313-11309	indx
IRIS_313-11310	ind2
IRIS_313-11311	trop
IRIS_313-11312	ind3
IRIS_313-11313	trop
IRIS_313-11314	trop
IRIS_313-11315	ind3
IRIS_313-11316	ind3
IRIS_313-11317	ind3
IRIS_313-11318	ind3
IRIS_313-11319	ind3
IRIS_313-11320	ind3
IRIS_313-11321	ind2
IRIS_313-11322	aus
IRIS_313-11323	aus
IRIS_313-11324	aus
IRIS_313-11325	indx
IRIS_313-11326	indx
IRIS_313-11327	ind3
IRIS_313-11328	trop
IRIS_313-11329	trop
IRIS_313-11330	ind3
IRIS_313-11331	ind3
IRIS_313-11334	ind3
IRIS_313-11335	ind2
IRIS_313-11336	temp
IRIS_313-11337	trop
IRIS_313-11338	indx
IRIS_313-11339	ind2
IRIS_313-11340	trop
IRIS_313-11341	ind3
IRIS_313-11342	indx
IRIS_313-11343	ind3
IRIS_313-11344	ind3
IRIS_313-11345	indx
IRIS_313-11346	ind1B
IRIS_313-11347	indx
IRIS_313-11348	aus
IRIS_313-11349	ind2
IRIS_313-11350	aro
IRIS_313-11351	ind2
IRIS_313-11352	aro
IRIS_313-11353	aus
IRIS_313-11354	ind2
IRIS_313-11355	indx
IRIS_313-11356	aro
IRIS_313-11357	ind1B
IRIS_313-11358	ind2
IRIS_313-11359	ind2
IRIS_313-11360	aro
IRIS_313-11361	ind2
IRIS_313-11362	aro
IRIS_313-11363	ind2
IRIS_313-11364	indx
IRIS_313-11365	indx
IRIS_313-11367	ind2
IRIS_313-11368	ind2
IRIS_313-11369	ind2
IRIS_313-11370	ind2
IRIS_313-11371	aus
IRIS_313-11372	ind2
IRIS_313-11373	aro
IRIS_313-11374	aus
IRIS_313-11375	aro
IRIS_313-11376	trop
IRIS_313-11377	indx
IRIS_313-11379	trop
IRIS_313-11380	trop
IRIS_313-11381	ind3
IRIS_313-11382	indx
IRIS_313-11383	indx
IRIS_313-11384	indx
IRIS_313-11385	indx
IRIS_313-11386	ind3
IRIS_313-11387	ind3
IRIS_313-11388	ind3
IRIS_313-11389	ind3
IRIS_313-11390	ind3
IRIS_313-11391	ind3
IRIS_313-11392	ind3
IRIS_313-11393	ind3
IRIS_313-11394	indx
IRIS_313-11395	ind3
IRIS_313-11396	trop
IRIS_313-11397	trop
IRIS_313-11398	ind3
IRIS_313-11399	indx
IRIS_313-11400	indx
IRIS_313-11401	aro
IRIS_313-11402	indx
IRIS_313-11403	indx
IRIS_313-11404	ind2
IRIS_313-11405	ind3
IRIS_313-11406	ind3
IRIS_313-11407	ind2
IRIS_313-11408	ind2
IRIS_313-11409	ind2
IRIS_313-11410	indx
IRIS_313-11411	ind2
IRIS_313-11413	aus
IRIS_313-11414	indx
IRIS_313-11415	admix
IRIS_313-11416	ind2
IRIS_313-11417	admix
IRIS_313-11418	ind2
IRIS_313-11419	indx
IRIS_313-11420	ind2
IRIS_313-11421	ind2
IRIS_313-11422	ind1A
IRIS_313-11423	indx
IRIS_313-11424	trop
IRIS_313-11425	admix
IRIS_313-11426	trop
IRIS_313-11427	trop
IRIS_313-11428	trop
IRIS_313-11429	trop
IRIS_313-11431	ind3
IRIS_313-11432	admix
IRIS_313-11433	ind1A
IRIS_313-11434	trop
IRIS_313-11435	trop
IRIS_313-11436	trop
IRIS_313-11437	ind1B
IRIS_313-11438	indx
IRIS_313-11439	trop
IRIS_313-11441	trop
IRIS_313-11442	indx
IRIS_313-11443	indx
IRIS_313-11445	ind2
IRIS_313-11446	ind2
IRIS_313-11447	indx
IRIS_313-11448	ind2
IRIS_313-11449	indx
IRIS_313-11451	aro
IRIS_313-11452	aus
IRIS_313-11453	ind2
IRIS_313-11454	aus
IRIS_313-11455	aus
IRIS_313-11456	aus
IRIS_313-11458	aus
IRIS_313-11460	ind2
IRIS_313-11461	ind2
IRIS_313-11462	aus
IRIS_313-11463	indx
IRIS_313-11464	trop
IRIS_313-11465	trop
IRIS_313-11467	ind3
IRIS_313-11471	indx
IRIS_313-11472	ind3
IRIS_313-11473	trop
IRIS_313-11476	aus
IRIS_313-11477	aus
IRIS_313-11478	ind2
IRIS_313-11479	trop
IRIS_313-11480	ind1B
IRIS_313-11481	aus
IRIS_313-11482	aus
IRIS_313-11483	aus
IRIS_313-11484	aus
IRIS_313-11485	ind3
IRIS_313-11486	admix
IRIS_313-11487	ind2
IRIS_313-11489	aus
IRIS_313-11490	indx
IRIS_313-11491	ind2
IRIS_313-11492	aus
IRIS_313-11493	indx
IRIS_313-11494	subtrop
IRIS_313-11495	trop
IRIS_313-11496	trop
IRIS_313-11497	ind2
IRIS_313-11498	trop
IRIS_313-11499	trop
IRIS_313-11500	ind2
IRIS_313-11505	ind2
IRIS_313-11506	indx
IRIS_313-11507	ind1B
IRIS_313-11508	ind3
IRIS_313-11509	ind3
IRIS_313-11510	indx
IRIS_313-11511	trop
IRIS_313-11512	indx
IRIS_313-11513	ind1B
IRIS_313-11515	indx
IRIS_313-11516	indx
IRIS_313-11517	ind1B
IRIS_313-11521	indx
IRIS_313-11522	japx
IRIS_313-11523	indx
IRIS_313-11524	trop
IRIS_313-11525	ind3
IRIS_313-11526	trop
IRIS_313-11527	trop
IRIS_313-11528	ind3
IRIS_313-11530	ind3
IRIS_313-11532	trop
IRIS_313-11534	ind3
IRIS_313-11535	ind3
IRIS_313-11536	temp
IRIS_313-11537	trop
IRIS_313-11538	ind1B
IRIS_313-11539	trop
IRIS_313-11540	trop
IRIS_313-11541	indx
IRIS_313-11542	admix
IRIS_313-11543	ind3
IRIS_313-11544	indx
IRIS_313-11545	indx
IRIS_313-11546	indx
IRIS_313-11547	indx
IRIS_313-11548	indx
IRIS_313-11549	indx
IRIS_313-11551	ind3
IRIS_313-11554	ind3
IRIS_313-11555	indx
IRIS_313-11556	ind3
IRIS_313-11557	aus
IRIS_313-11558	ind2
IRIS_313-11561	ind2
IRIS_313-11563	ind2
IRIS_313-11564	aro
IRIS_313-11565	ind2
IRIS_313-11566	ind2
IRIS_313-11567	aro
IRIS_313-11568	ind1A
IRIS_313-11570	indx
IRIS_313-11571	temp
IRIS_313-11572	ind1A
IRIS_313-11573	indx
IRIS_313-11574	temp
IRIS_313-11575	temp
IRIS_313-11576	indx
IRIS_313-11577	ind1A
IRIS_313-11578	temp
IRIS_313-11579	ind1A
IRIS_313-11580	indx
IRIS_313-11582	temp
IRIS_313-11584	temp
IRIS_313-11585	ind1A
IRIS_313-11586	temp
IRIS_313-11588	ind3
IRIS_313-11591	admix
IRIS_313-11594	indx
IRIS_313-11595	aus
IRIS_313-11596	indx
IRIS_313-11597	ind2
IRIS_313-11598	admix
IRIS_313-11599	ind2
IRIS_313-11600	ind2
IRIS_313-11602	aus
IRIS_313-11603	aus
IRIS_313-11604	aus
IRIS_313-11606	ind2
IRIS_313-11607	ind2
IRIS_313-11608	ind3
IRIS_313-11609	ind3
IRIS_313-11610	ind3
IRIS_313-11611	trop
IRIS_313-11615	ind3
IRIS_313-11616	admix
IRIS_313-11617	aus
IRIS_313-11618	aus
IRIS_313-11619	aus
IRIS_313-11620	aus
IRIS_313-11621	indx
IRIS_313-11622	ind1A
IRIS_313-11623	subtrop
IRIS_313-11624	ind1A
IRIS_313-11625	aro
IRIS_313-11626	aro
IRIS_313-11627	aro
IRIS_313-11628	admix
IRIS_313-11629	aus
IRIS_313-11630	aro
IRIS_313-11632	aro
IRIS_313-11635	ind3
IRIS_313-11636	aus
IRIS_313-11638	ind2
IRIS_313-11639	indx
IRIS_313-11640	ind2
IRIS_313-11641	ind2
IRIS_313-11642	ind2
IRIS_313-11643	ind1B
IRIS_313-11644	ind2
IRIS_313-11645	ind2
IRIS_313-11646	ind2
IRIS_313-11647	ind2
IRIS_313-11648	ind2
IRIS_313-11650	ind2
IRIS_313-11651	temp
IRIS_313-11652	temp
IRIS_313-11653	temp
IRIS_313-11654	temp
IRIS_313-11655	temp
IRIS_313-11656	indx
IRIS_313-11657	ind2
IRIS_313-11658	trop
IRIS_313-11659	trop
IRIS_313-11660	trop
IRIS_313-11661	temp
IRIS_313-11663	admix
IRIS_313-11664	indx
IRIS_313-11665	ind1A
IRIS_313-11666	indx
IRIS_313-11667	ind1A
IRIS_313-11668	ind1A
IRIS_313-11669	indx
IRIS_313-11671	ind2
IRIS_313-11672	temp
IRIS_313-11673	trop
IRIS_313-11674	ind3
IRIS_313-11676	ind3
IRIS_313-11677	ind3
IRIS_313-11678	ind3
IRIS_313-11679	ind3
IRIS_313-11680	ind3
IRIS_313-11681	ind3
IRIS_313-11682	ind3
IRIS_313-11683	ind3
IRIS_313-11684	ind3
IRIS_313-11685	ind3
IRIS_313-11686	ind3
IRIS_313-11687	ind3
IRIS_313-11688	ind3
IRIS_313-11689	temp
IRIS_313-11690	admix
IRIS_313-11691	subtrop
IRIS_313-11692	ind1A
IRIS_313-11693	indx
IRIS_313-11694	indx
IRIS_313-11695	ind1A
IRIS_313-11698	aro
IRIS_313-11700	ind3
IRIS_313-11702	temp
IRIS_313-11704	ind3
IRIS_313-11705	ind3
IRIS_313-11706	ind3
IRIS_313-11707	ind3
IRIS_313-11708	ind3
IRIS_313-11709	ind3
IRIS_313-11710	ind3
IRIS_313-11711	ind3
IRIS_313-11712	aus
IRIS_313-11713	ind3
IRIS_313-11714	indx
IRIS_313-11716	ind3
IRIS_313-11717	indx
IRIS_313-11719	ind3
IRIS_313-11720	ind3
IRIS_313-11721	ind3
IRIS_313-11722	indx
IRIS_313-11723	ind2
IRIS_313-11724	ind3
IRIS_313-11725	temp
IRIS_313-11726	ind1A
IRIS_313-11727	ind1A
IRIS_313-11728	ind3
IRIS_313-11729	indx
IRIS_313-11730	indx
IRIS_313-11731	indx
IRIS_313-11732	ind1A
IRIS_313-11733	ind1A
IRIS_313-11734	ind1A
IRIS_313-11735	indx
IRIS_313-11736	trop
IRIS_313-11737	aus
IRIS_313-11738	ind2
IRIS_313-11739	trop
IRIS_313-11740	indx
IRIS_313-11741	ind2
IRIS_313-11742	aus
IRIS_313-11743	aro
IRIS_313-11744	indx
IRIS_313-11745	ind1A
IRIS_313-11746	ind1A
IRIS_313-11747	indx
IRIS_313-11748	indx
IRIS_313-11750	indx
IRIS_313-11751	indx
IRIS_313-11752	ind1A
IRIS_313-11753	ind1A
IRIS_313-11754	admix
IRIS_313-11755	trop
IRIS_313-11756	trop
IRIS_313-11757	ind3
IRIS_313-11758	ind2
IRIS_313-11759	trop
IRIS_313-11760	ind2
IRIS_313-11761	ind2
IRIS_313-11762	ind2
IRIS_313-11763	indx
IRIS_313-11764	ind3
IRIS_313-11765	aro
IRIS_313-11766	admix
IRIS_313-11767	admix
IRIS_313-11772	ind2
IRIS_313-11773	ind3
IRIS_313-11779	ind3
IRIS_313-11780	ind3
IRIS_313-11782	ind2
IRIS_313-11783	indx
IRIS_313-11784	ind1B
IRIS_313-11785	ind3
IRIS_313-11786	ind3
IRIS_313-11787	ind2
IRIS_313-11788	japx
IRIS_313-11789	ind2
IRIS_313-11790	trop
IRIS_313-11791	ind2
IRIS_313-11792	trop
IRIS_313-11793	ind2
IRIS_313-11794	ind2
IRIS_313-11795	ind1A
IRIS_313-11796	ind1A
IRIS_313-11797	ind1A
IRIS_313-11798	ind1B
IRIS_313-11799	ind1A
IRIS_313-11800	temp
IRIS_313-11801	indx
IRIS_313-11802	ind1A
IRIS_313-11803	temp
IRIS_313-11804	ind1A
IRIS_313-11805	ind1A
IRIS_313-11806	ind1A
IRIS_313-11807	indx
IRIS_313-11808	indx
IRIS_313-11809	aus
IRIS_313-11810	ind3
IRIS_313-11811	ind2
IRIS_313-11812	ind3
IRIS_313-11813	ind3
IRIS_313-11814	ind3
IRIS_313-11815	ind3
IRIS_313-11816	indx
IRIS_313-11817	indx
IRIS_313-11818	indx
IRIS_313-11819	ind3
IRIS_313-11820	ind3
IRIS_313-11821	ind2
IRIS_313-11822	ind2
IRIS_313-11823	ind2
IRIS_313-11824	ind2
IRIS_313-11825	aro
IRIS_313-11826	aro
IRIS_313-11827	ind2
IRIS_313-11828	ind2
IRIS_313-11829	temp
IRIS_313-11830	ind3
IRIS_313-11831	subtrop
IRIS_313-11832	subtrop
IRIS_313-11833	ind3
IRIS_313-11834	subtrop
IRIS_313-11835	indx
IRIS_313-11836	ind3
IRIS_313-11837	ind3
IRIS_313-11838	ind3
IRIS_313-11839	ind3
IRIS_313-11840	ind3
IRIS_313-11841	ind3
IRIS_313-11842	ind3
IRIS_313-11843	ind3
IRIS_313-11844	ind3
IRIS_313-11845	subtrop
IRIS_313-11846	subtrop
IRIS_313-11848	ind3
IRIS_313-11849	ind3
IRIS_313-11850	ind3
IRIS_313-11851	trop
IRIS_313-11852	ind1A
IRIS_313-11853	ind1A
IRIS_313-11854	ind1A
IRIS_313-11855	ind1A
IRIS_313-11856	ind1A
IRIS_313-11857	ind1A
IRIS_313-11858	ind1A
IRIS_313-11859	ind1A
IRIS_313-11860	ind1A
IRIS_313-11861	ind1A
IRIS_313-11862	ind1A
IRIS_313-11863	ind1A
IRIS_313-11865	ind1A
IRIS_313-11866	ind1A
IRIS_313-11867	ind1A
IRIS_313-11868	ind1A
IRIS_313-11869	ind1A
IRIS_313-11870	ind1A
IRIS_313-11871	ind1A
IRIS_313-11872	ind1A
IRIS_313-11875	temp
IRIS_313-11876	ind1A
IRIS_313-11877	ind1A
IRIS_313-11878	ind1A
IRIS_313-11881	ind1A
IRIS_313-11882	ind1A
IRIS_313-11884	ind1A
IRIS_313-11885	ind1A
IRIS_313-11886	ind1B
IRIS_313-11887	ind1B
IRIS_313-11888	aus
IRIS_313-11889	indx
IRIS_313-11890	temp
IRIS_313-11892	subtrop
IRIS_313-11893	indx
IRIS_313-11894	indx
IRIS_313-11895	ind3
IRIS_313-11896	ind3
IRIS_313-11897	subtrop
IRIS_313-11898	ind3
IRIS_313-11899	indx
IRIS_313-11900	subtrop
IRIS_313-11901	ind3
IRIS_313-11902	ind3
IRIS_313-11903	trop
IRIS_313-11904	ind3
IRIS_313-11905	ind3
IRIS_313-11906	trop
IRIS_313-11907	trop
IRIS_313-11908	temp
IRIS_313-11909	ind1A
IRIS_313-11910	indx
IRIS_313-11911	ind1A
IRIS_313-11912	ind3
IRIS_313-11913	trop
IRIS_313-11914	ind2
IRIS_313-11915	trop
IRIS_313-11916	ind2
IRIS_313-11917	aus
IRIS_313-11918	ind2
IRIS_313-11919	ind2
IRIS_313-11920	indx
IRIS_313-11921	ind3
IRIS_313-11922	subtrop
IRIS_313-11923	subtrop
IRIS_313-11924	subtrop
IRIS_313-11925	ind3
IRIS_313-11926	subtrop
IRIS_313-11927	ind3
IRIS_313-11928	trop
IRIS_313-11929	trop
IRIS_313-11930	ind1B
IRIS_313-11931	temp
IRIS_313-11932	ind2
IRIS_313-11934	indx
IRIS_313-11935	ind3
IRIS_313-11936	ind3
IRIS_313-11937	indx
IRIS_313-11938	indx
IRIS_313-11939	ind3
IRIS_313-11940	indx
IRIS_313-11941	ind1B
IRIS_313-11943	ind1A
IRIS_313-11944	ind1A
IRIS_313-11945	ind2
IRIS_313-11946	trop
IRIS_313-11947	indx
IRIS_313-11948	ind1A
IRIS_313-11949	ind1A
IRIS_313-11950	ind1A
IRIS_313-11951	ind1A
IRIS_313-11952	ind1A
IRIS_313-11953	ind1A
IRIS_313-11954	ind1A
IRIS_313-11955	ind1A
IRIS_313-11956	admix
IRIS_313-11957	indx
IRIS_313-11958	ind3
IRIS_313-11959	ind3
IRIS_313-11960	ind1B
IRIS_313-11961	ind3
IRIS_313-11962	ind3
IRIS_313-11963	aus
IRIS_313-11964	ind2
IRIS_313-11965	ind1A
IRIS_313-11966	ind1A
IRIS_313-11967	indx
IRIS_313-11968	ind1A
IRIS_313-11969	ind2
IRIS_313-11970	trop
IRIS_313-11971	trop
IRIS_313-11973	temp
IRIS_313-11974	ind3
IRIS_313-11975	ind3
IRIS_313-11976	ind3
IRIS_313-11977	indx
IRIS_313-11978	ind1B
IRIS_313-11979	ind1B
IRIS_313-11980	ind1A
IRIS_313-11981	temp
IRIS_313-11982	aus
IRIS_313-11983	ind2
IRIS_313-11984	temp
IRIS_313-11985	indx
IRIS_313-11986	ind1A
IRIS_313-11987	indx
IRIS_313-11988	indx
IRIS_313-11989	ind3
IRIS_313-11990	ind1B
IRIS_313-11991	ind3
IRIS_313-11992	ind3
IRIS_313-11993	indx
IRIS_313-11994	trop
IRIS_313-11995	trop
IRIS_313-11996	ind3
IRIS_313-11997	ind3
IRIS_313-11998	ind3
IRIS_313-11999	ind3
IRIS_313-12000	ind3
IRIS_313-12002	aus
IRIS_313-12003	temp
IRIS_313-12004	admix
IRIS_313-12005	ind3
IRIS_313-12006	trop
IRIS_313-12007	indx
IRIS_313-12009	ind1A
IRIS_313-12010	ind1A
IRIS_313-12011	indx
IRIS_313-12012	ind1A
IRIS_313-12013	ind2
IRIS_313-12014	ind2
IRIS_313-12015	ind2
IRIS_313-12016	indx
IRIS_313-12017	indx
IRIS_313-12018	trop
IRIS_313-12021	trop
IRIS_313-12024	ind1B
IRIS_313-12027	ind3
IRIS_313-12028	indx
IRIS_313-12029	subtrop
IRIS_313-12030	admix
IRIS_313-12031	trop
IRIS_313-12033	ind1A
IRIS_313-12036	ind3
IRIS_313-12037	ind3
IRIS_313-12038	ind3
IRIS_313-12039	ind3
IRIS_313-12040	ind3
IRIS_313-12041	ind3
IRIS_313-12042	ind3
IRIS_313-12043	ind3
IRIS_313-12044	ind3
IRIS_313-12045	trop
IRIS_313-12046	ind3
IRIS_313-12047	ind3
IRIS_313-12048	ind3
IRIS_313-12049	ind3
IRIS_313-12050	indx
IRIS_313-12051	trop
IRIS_313-12052	indx
IRIS_313-12053	indx
IRIS_313-12054	temp
IRIS_313-12055	aus
IRIS_313-12057	indx
IRIS_313-12058	ind3
IRIS_313-12059	temp
IRIS_313-12060	japx
IRIS_313-12061	temp
IRIS_313-12063	subtrop
IRIS_313-12065	admix
IRIS_313-12066	ind3
IRIS_313-12067	indx
IRIS_313-12068	trop
IRIS_313-12069	trop
IRIS_313-12070	trop
IRIS_313-12071	subtrop
IRIS_313-12072	indx
IRIS_313-12073	trop
IRIS_313-12074	aro
IRIS_313-12076	subtrop
IRIS_313-12077	subtrop
IRIS_313-12078	indx
IRIS_313-12079	ind3
IRIS_313-12080	ind3
IRIS_313-12081	ind3
IRIS_313-12082	ind2
IRIS_313-12083	ind2
IRIS_313-12093	indx
IRIS_313-12094	aro
IRIS_313-12096	ind3
IRIS_313-12097	ind3
IRIS_313-12101	ind3
IRIS_313-12102	ind3
IRIS_313-12108	trop
IRIS_313-12109	ind3
IRIS_313-12118	ind2
IRIS_313-12121	ind3
IRIS_313-12127	ind3
IRIS_313-12128	ind3
IRIS_313-12129	subtrop
IRIS_313-12130	ind3
IRIS_313-12131	ind3
IRIS_313-12133	ind3
IRIS_313-12134	subtrop
IRIS_313-12135	ind1B
IRIS_313-12138	indx
IRIS_313-12139	aus
IRIS_313-12141	aus
IRIS_313-12142	ind3
IRIS_313-12143	ind3
IRIS_313-12144	trop
IRIS_313-12146	indx
IRIS_313-12147	ind3
IRIS_313-12148	ind3
IRIS_313-12151	ind3
IRIS_313-12152	ind3
IRIS_313-12161	ind3
IRIS_313-12164	japx
IRIS_313-12180	indx
IRIS_313-12182	indx
IRIS_313-12183	aus
IRIS_313-12185	indx
IRIS_313-12186	indx
IRIS_313-12187	indx
IRIS_313-12188	ind3
IRIS_313-12190	indx
IRIS_313-12193	ind3
IRIS_313-12194	ind3
IRIS_313-12200	subtrop
IRIS_313-12207	indx
IRIS_313-12210	indx
IRIS_313-12217	temp
IRIS_313-12220	indx
IRIS_313-12221	ind3
IRIS_313-12222	ind3
IRIS_313-12224	ind3
IRIS_313-12225	ind3
IRIS_313-12226	subtrop
IRIS_313-12227	subtrop
IRIS_313-12228	subtrop
IRIS_313-12229	ind3
IRIS_313-12231	ind3
IRIS_313-12232	indx
IRIS_313-12234	ind1B
IRIS_313-12236	ind1A
IRIS_313-12237	ind1A
IRIS_313-12240	ind3
IRIS_313-12241	trop
IRIS_313-12242	subtrop
IRIS_313-12244	trop
IRIS_313-12246	ind3
IRIS_313-12247	ind3
IRIS_313-12249	ind3
IRIS_313-12251	ind3
IRIS_313-12252	subtrop
IRIS_313-12254	subtrop
IRIS_313-12257	subtrop
IRIS_313-12258	subtrop
IRIS_313-12259	ind3
IRIS_313-12260	ind3
IRIS_313-12261	ind3
IRIS_313-12262	subtrop
IRIS_313-12263	ind3
IRIS_313-12265	subtrop
IRIS_313-12266	subtrop
IRIS_313-12268	indx
IRIS_313-12269	indx
IRIS_313-12270	indx
IRIS_313-12271	trop
IRIS_313-12272	trop
IRIS_313-12273	ind1A
IRIS_313-12275	indx
IRIS_313-12278	ind2
IRIS_313-12279	trop
IRIS_313-12280	indx
IRIS_313-12281	trop
IRIS_313-12282	indx
IRIS_313-12283	indx
IRIS_313-12284	ind2
IRIS_313-12285	trop
IRIS_313-12286	ind3
IRIS_313-12287	ind3
IRIS_313-12288	ind3
IRIS_313-12289	subtrop
IRIS_313-12290	indx
IRIS_313-12291	indx
IRIS_313-12292	ind3
IRIS_313-12296	ind3
IRIS_313-12297	indx
IRIS_313-12299	subtrop
IRIS_313-12300	indx
IRIS_313-12301	indx
IRIS_313-12302	ind3
IRIS_313-12303	indx
IRIS_313-12305	ind3
IRIS_313-12307	subtrop
IRIS_313-12308	ind3
IRIS_313-12309	ind3
IRIS_313-12311	subtrop
IRIS_313-12312	subtrop
IRIS_313-12313	subtrop
IRIS_313-12319	ind1B
IRIS_313-12321	subtrop
IRIS_313-12322	subtrop
IRIS_313-12323	subtrop
IRIS_313-12324	subtrop
IRIS_313-12325	ind2
IRIS_313-12329	indx
IRIS_313-12330	subtrop
IRIS_313-12332	subtrop
IRIS_313-12334	ind3
IRIS_313-12336	subtrop
IRIS_313-12337	subtrop
IRIS_313-12340	subtrop
IRIS_313-12341	subtrop
IRIS_313-12342	subtrop
IRIS_313-12344	subtrop
IRIS_313-12345	subtrop
IRIS_313-12346	subtrop
IRIS_313-12347	subtrop
IRIS_313-12348	subtrop
IRIS_313-12349	subtrop
IRIS_313-12350	subtrop
IRIS_313-12351	subtrop
IRIS_313-12352	subtrop
IRIS_313-12353	subtrop
IRIS_313-12354	indx
IRIS_313-12355	indx
IRIS_313-15896	ind1B
IRIS_313-15897	indx
IRIS_313-15898	indx
IRIS_313-15899	indx
IRIS_313-15900	indx
IRIS_313-15901	ind1B
IRIS_313-15902	ind1B
IRIS_313-15903	indx
IRIS_313-15904	temp
IRIS_313-15905	trop
IRIS_313-15906	indx
IRIS_313-15907	trop
IRIS_313-15908	aus
IRIS_313-15909	aro
IRIS_313-15910	trop
IRIS_313-7620	ind3
IRIS_313-7635	ind1B
IRIS_313-7636	ind1B
IRIS_313-7638	indx
IRIS_313-7641	indx
IRIS_313-7646	admix
IRIS_313-7650	ind2
IRIS_313-7651	ind2
IRIS_313-7654	ind1B
IRIS_313-7664	ind1B
IRIS_313-7665	indx
IRIS_313-7668	indx
IRIS_313-7681	indx
IRIS_313-7684	indx
IRIS_313-7685	ind1B
